date,trade,sell,buy
20180104,23,12,11
20180105,21,9,12
20180108,28,28,0
20180109,0,0,0
20180110,0,0,0
20180111,0,0,0
20180112,0,0,0
20180116,0,0,0
20180117,0,0,0
20180118,0,0,0
20180119,0,0,0
20180122,0,0,0
20180123,0,0,0
20180124,0,0,0
20180125,0,0,0
20180126,0,0,0
20180129,0,0,0
20180130,0,0,0
20180131,0,0,0
20180201,0,0,0
20180202,0,0,0
20180205,0,0,0
20180206,0,0,0
20180207,0,0,0
20180208,0,0,0
20180209,0,0,0
20180212,0,0,0
20180213,0,0,0
20180214,0,0,0
20180215,0,0,0
20180216,0,0,0
20180220,0,0,0
20180221,0,0,0
20180222,0,0,0
20180223,0,0,0
20180226,0,0,0
20180227,0,0,0
20180228,0,0,0
20180301,0,0,0
20180302,0,0,0
20180305,0,0,0
20180306,0,0,0
20180307,0,0,0
20180308,0,0,0
20180309,0,0,0
20180312,0,0,0
20180313,0,0,0
20180314,0,0,0
20180315,0,0,0
20180316,0,0,0
20180319,10,0,10
20180320,14,2,12
20180321,21,6,15
20180322,16,3,13
20180323,20,8,12
20180326,16,4,12
20180327,21,10,11
20180328,22,9,13
20180329,19,7,12
20180402,17,7,10
20180403,16,7,9
20180404,17,3,14
20180405,19,3,16
